Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,Source
Alshon Jeffery,PHI,WR,16,0,0,0,0,0,85.8,1272.48,10.56,0,0,0,0,FantasyPros
Alex Collins,BAL,RB,16,0,0,0,1190.64,7.92,34.32,265.32,1.32,0,0,0,0,FantasyPros
Josh Gordon,CLE,WR,16,0,0,0,14.52,0,91.08,1430.88,7.92,0,0,0,0,FantasyPros
Tevin Coleman,ATL,RB,16,0,0,0,875.16,6.6,43.56,462,2.64,0,0,0,0,FantasyPros
Demaryius Thomas,DEN,WR,16,0,0,0,0,0,120.12,1401.84,7.92,0,0,0,0,FantasyPros
Chris Boswell,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Marvin Jones,DET,WR,16,0,0,0,0,0,76.56,1228.92,9.24,0,0,0,0,FantasyPros
Jake Elliott,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Juju Smith-Schuster,PIT,WR,16,0,0,0,0,0,99,1302.84,7.92,0,0,0,0,FantasyPros
Matt Bryant,ATL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Amari Cooper,OAK,WR,16,0,0,0,15.84,0,100.32,1325.28,6.6,0,0,0,0,FantasyPros
Travis Kelce,KC,TE,16,0,0,0,9.24,0,106.92,1326.6,6.6,0,0,0,0,FantasyPros
Lamar Miller,HOU,RB,16,0,0,0,1021.68,3.96,43.56,364.32,2.64,0,0,0,0,FantasyPros
Wil Lutz,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Sony Michel,NE,RB,16,0,0,0,859.32,7.92,39.6,335.28,1.32,0,0,0,0,FantasyPros
Zach Ertz,PHI,TE,16,0,0,0,0,0,106.92,1166.88,9.24,0,0,0,0,FantasyPros
Larry Fitzgerald,ARI,WR,16,0,0,0,0,0,135.96,1375.44,6.6,0,0,0,0,FantasyPros
Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,67.32,22.44,19.8,19.8,FantasyPros
Mark Ingram,NO,RB,16,0,0,0,933.24,6.6,47.52,337.92,1.32,0,0,0,0,FantasyPros
Dion Lewis,TEN,RB,16,0,0,0,908.16,5.28,46.2,328.68,2.64,0,0,0,0,FantasyPros
Royce Freeman,DEN,RB,16,0,0,0,1005.84,5.28,38.28,303.6,1.32,0,0,0,0,FantasyPros
Kai Forbath,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Emmanuel Sanders,DEN,WR,16,0,0,0,0,0,96.36,1251.36,6.6,0,0,0,0,FantasyPros
Chris Hogan,NE,WR,16,0,0,0,31.68,0,75.24,1136.52,7.92,0,0,0,0,FantasyPros
Graham Gano,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Sammy Watkins,KC,WR,16,0,0,0,0,0,79.2,1239.48,6.6,0,0,0,0,FantasyPros
Devin Funchess,CAR,WR,16,0,0,0,0,0,79.2,1157.64,7.92,0,0,0,0,FantasyPros
Julian Edelman,NE,WR,16,0,0,0,39.6,0,102.96,1222.32,6.6,0,0,0,0,FantasyPros
Rex Burkhead,NE,RB,16,0,0,0,714.12,7.92,33,304.92,2.64,0,0,0,0,FantasyPros
Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,64.68,21.12,13.2,14.52,FantasyPros
Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,51.48,25.08,19.8,19.8,FantasyPros
Golden Tate,DET,WR,16,0,0,0,36.96,0,117.48,1306.8,5.28,0,0,0,0,FantasyPros
Brandin Cooks,LAR,WR,16,0,0,0,60.72,0,77.88,1176.12,6.6,0,0,0,0,FantasyPros
Pierre Garcon,SF,WR,16,0,0,0,0,0,100.32,1288.32,5.28,0,0,0,0,FantasyPros
Greg Olsen,CAR,TE,16,0,0,0,0,0,89.76,1206.48,6.6,0,0,0,0,FantasyPros
Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,59.4,21.12,14.52,18.48,FantasyPros
Matt Prater,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Josh Lambo,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Rashaad Penny,SEA,RB,16,0,0,0,917.4,5.28,36.96,293.04,1.32,0,0,0,0,FantasyPros
Marshawn Lynch,OAK,RB,16,0,0,0,988.68,7.92,21.12,166.32,0,0,0,0,0,FantasyPros
Ryan Succop,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,42.24,21.12,15.84,23.76,FantasyPros
Delanie Walker,TEN,TE,16,0,0,0,0,0,92.4,1081.08,7.92,0,0,0,0,FantasyPros
Marquise Goodwin,SF,WR,16,0,0,0,30.36,0,68.64,1125.96,6.6,0,0,0,0,FantasyPros
Chris Thompson,WAS,RB,16,0,0,0,459.36,2.64,72.6,749.76,3.96,0,0,0,0,FantasyPros
Kelvin Benjamin,BUF,WR,16,0,0,0,0,0,87.12,1207.8,5.28,0,0,0,0,FantasyPros
Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,55.44,21.12,10.56,14.52,FantasyPros
Randall Cobb,GB,WR,16,0,0,0,87.12,0,96.36,1034.88,6.6,0,0,0,0,FantasyPros
Dan Bailey,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Adam Vinatieri,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Brandon McManus,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Washington Redskins,WAS,DST,16,0,0,0,0,0,0,0,0,54.12,21.12,15.84,14.52,FantasyPros
Daniel Carlson,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Devante Parker,MIA,WR,16,0,0,0,0,0,85.8,1100.88,6.6,0,0,0,0,FantasyPros
Jarvis Landry,CLE,WR,16,0,0,0,13.2,0,118.8,1190.64,6.6,0,0,0,0,FantasyPros
Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,64.68,15.84,18.48,21.12,FantasyPros
Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Ka'imi Fairbairn,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
DeSean Jackson,TB,WR,16,0,0,0,30.36,0,69.96,1141.8,5.28,0,0,0,0,FantasyPros
Cooper Kupp,LAR,WR,16,0,0,0,0,0,88.44,1116.72,6.6,0,0,0,0,FantasyPros
Michael Crabtree,BAL,WR,16,0,0,0,0,0,101.64,1087.68,6.6,0,0,0,0,FantasyPros
Robert Woods,LAR,WR,16,0,0,0,15.84,0,92.4,1174.8,5.28,0,0,0,0,FantasyPros
Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,66,17.16,23.76,7.92,FantasyPros
Evan Engram,NYG,TE,16,0,0,0,0,0,91.08,1000.56,7.92,0,0,0,0,FantasyPros
Corey Davis,TEN,WR,16,0,0,0,0,0,89.76,1114.08,6.6,0,0,0,0,FantasyPros
Will Fuller,HOU,WR,16,0,0,0,36.96,0,71.28,1021.68,6.6,0,0,0,0,FantasyPros
Dustin Hopkins,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,FantasyPros
Josh Doctson,WAS,WR,16,0,0,0,0,0,68.64,993.96,7.92,0,0,0,0,FantasyPros
