Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,Source
Graham Gano,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Sammy Watkins,KC,WR,16,0,0,0,0,0,66,1032.9,5.5,0,0,0,0,ESPN
Devin Funchess,CAR,WR,16,0,0,0,0,0,66,964.7,6.6,0,0,0,0,ESPN
Julian Edelman,NE,WR,16,0,0,0,33,0,85.8,1018.6,5.5,0,0,0,0,ESPN
Rex Burkhead,NE,RB,16,0,0,0,595.1,6.6,27.5,254.1,2.2,0,0,0,0,ESPN
Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,53.9,17.6,11,12.1,ESPN
Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,42.9,20.9,16.5,16.5,ESPN
Golden Tate,DET,WR,16,0,0,0,30.8,0,97.9,1089,4.4,0,0,0,0,ESPN
Brandin Cooks,LAR,WR,16,0,0,0,50.6,0,64.9,980.1,5.5,0,0,0,0,ESPN
Pierre Garcon,SF,WR,16,0,0,0,0,0,83.6,1073.6,4.4,0,0,0,0,ESPN
Greg Olsen,CAR,TE,16,0,0,0,0,0,74.8,1005.4,5.5,0,0,0,0,ESPN
Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,49.5,17.6,12.1,15.4,ESPN
Matt Prater,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Josh Lambo,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Rashaad Penny,SEA,RB,16,0,0,0,764.5,4.4,30.8,244.2,1.1,0,0,0,0,ESPN
Marshawn Lynch,OAK,RB,16,0,0,0,823.9,6.6,17.6,138.6,0,0,0,0,0,ESPN
Ryan Succop,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,35.2,17.6,13.2,19.8,ESPN
Delanie Walker,TEN,TE,16,0,0,0,0,0,77,900.9,6.6,0,0,0,0,ESPN
Marquise Goodwin,SF,WR,16,0,0,0,25.3,0,57.2,938.3,5.5,0,0,0,0,ESPN
Chris Thompson,WAS,RB,16,0,0,0,382.8,2.2,60.5,624.8,3.3,0,0,0,0,ESPN
Kelvin Benjamin,BUF,WR,16,0,0,0,0,0,72.6,1006.5,4.4,0,0,0,0,ESPN
Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,46.2,17.6,8.8,12.1,ESPN
Randall Cobb,GB,WR,16,0,0,0,72.6,0,80.3,862.4,5.5,0,0,0,0,ESPN
Dan Bailey,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Adam Vinatieri,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Brandon McManus,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Washington Redskins,WAS,DST,16,0,0,0,0,0,0,0,0,45.1,17.6,13.2,12.1,ESPN
Daniel Carlson,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Devante Parker,MIA,WR,16,0,0,0,0,0,71.5,917.4,5.5,0,0,0,0,ESPN
Jarvis Landry,CLE,WR,16,0,0,0,11,0,99,992.2,5.5,0,0,0,0,ESPN
Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,53.9,13.2,15.4,17.6,ESPN
Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Ka'imi Fairbairn,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
DeSean Jackson,TB,WR,16,0,0,0,25.3,0,58.3,951.5,4.4,0,0,0,0,ESPN
Cooper Kupp,LAR,WR,16,0,0,0,0,0,73.7,930.6,5.5,0,0,0,0,ESPN
Michael Crabtree,BAL,WR,16,0,0,0,0,0,84.7,906.4,5.5,0,0,0,0,ESPN
Robert Woods,LAR,WR,16,0,0,0,13.2,0,77,979,4.4,0,0,0,0,ESPN
Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,55,14.3,19.8,6.6,ESPN
Evan Engram,NYG,TE,16,0,0,0,0,0,75.9,833.8,6.6,0,0,0,0,ESPN
Corey Davis,TEN,WR,16,0,0,0,0,0,74.8,928.4,5.5,0,0,0,0,ESPN
Will Fuller,HOU,WR,16,0,0,0,30.8,0,59.4,851.4,5.5,0,0,0,0,ESPN
Dustin Hopkins,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Josh Doctson,WAS,WR,16,0,0,0,0,0,57.2,828.3,6.6,0,0,0,0,ESPN
Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,51.7,13.2,11,15.4,ESPN
James White,NE,RB,16,0,0,0,353.1,3.3,58.3,468.6,3.3,0,0,0,0,ESPN
Kenny Stills,MIA,WR,16,0,0,0,0,0,66,975.7,4.4,0,0,0,0,ESPN
Marqise Lee,JAX,WR,16,0,0,0,30.8,0,69.3,897.6,4.4,0,0,0,0,ESPN
Kenny Golladay,DET,WR,16,0,0,0,0,0,57.2,861.3,5.5,0,0,0,0,ESPN
New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,36.3,18.7,17.6,12.1,ESPN
Phil Dawson,ARI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Rishard Matthews,TEN,WR,16,0,0,0,0,0,64.9,919.6,4.4,0,0,0,0,ESPN
Sebastian Janikowski,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Chandler Catanzaro,TB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,45.1,16.5,12.1,12.1,ESPN
Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,42.9,16.5,9.9,14.3,ESPN
Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,51.7,13.2,13.2,18.7,ESPN
Isaiah Crowell,NYJ,RB,16,0,0,0,706.2,3.3,33,233.2,1.1,0,0,0,0,ESPN
Caleb Sturgis,LAC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,ESPN
Sterling Shepard,NYG,WR,16,0,0,0,28.6,0,74.8,856.9,4.4,0,0,0,0,ESPN
Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,27.5,18.7,13.2,16.5,ESPN
Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,42.9,16.5,5.5,12.1,ESPN
